,accession,name,chemical_formula,average_molecular_weight,monisotopic_molecular_weight,iupac_name,traditional_iupac,cas_registry_number,smiles,inchi,inchikey
332,HMDB0060011,N-acetyl-S-(N-allylthiocarbamoyl)-L-cysteine,C9H14N2O3S2,262.349,262.044583704,2-acetamido-3-{[(prop-2-en-1-yl)carbamothioyl]sulfanyl}propanoic acid,2-acetamido-3-{[(prop-2-en-1-yl)carbamothioyl]sulfanyl}propanoic acid,Nah,CC(=O)NC(CSC(=S)NCC=C)C(O)=O,"InChI=1S/C9H14N2O3S2/c1-3-4-10-9(15)16-5-7(8(13)14)11-6(2)12/h3,7H,1,4-5H2,2H3,(H,10,15)(H,11,12)(H,13,14)",DJFUZUUKZXAXBZ-UHFFFAOYSA-N
333,HMDB0060013,O-methoxycatechol-O-sulphate,C7H8O5S,204.2,204.009244056,(2-methoxyphenyl)oxidanesulfonic acid,(2-methoxyphenyl)oxidanesulfonic acid,Nah,COC1=CC=CC=C1OS(O)(=O)=O,"InChI=1S/C7H8O5S/c1-11-6-4-2-3-5-7(6)12-13(8,9)10/h2-5H,1H3,(H,8,9,10)",AQTYXAPIHMXAAV-UHFFFAOYSA-N
334,HMDB0060016,Pyrogallol-1-O-sulphate,C6H6O6S,206.173,205.988508614,"(2,3-dihydroxyphenyl)oxidanesulfonic acid","(2,3-dihydroxyphenyl)oxidanesulfonic acid",Nah,OC1=C(O)C(OS(O)(=O)=O)=CC=C1,"InChI=1S/C6H6O6S/c7-4-2-1-3-5(6(4)8)12-13(9,10)11/h1-3,7-8H,(H,9,10,11)",NGVLEQPKHLWZLN-UHFFFAOYSA-N
335,HMDB0060018,Pyrogallol-2-O-sulphate,C6H6O6S,206.173,205.988508614,"(2,6-dihydroxyphenyl)oxidanesulfonic acid","(2,6-dihydroxyphenyl)oxidanesulfonic acid",Nah,OC1=CC=CC(O)=C1OS(O)(=O)=O,"InChI=1S/C6H6O6S/c7-4-2-1-3-5(8)6(4)12-13(9,10)11/h1-3,7-8H,(H,9,10,11)",XADBYTWTQXSBAF-UHFFFAOYSA-N
336,HMDB0060020,Sinapic acid 4-O-sulfate,C11H12O8S,304.27,304.02528852,"(2E)-3-[3,5-dimethoxy-4-(sulfooxy)phenyl]prop-2-enoic acid","(2E)-3-[3,5-dimethoxy-4-(sulfooxy)phenyl]prop-2-enoic acid",2283338-09-8,COC1=CC(\C=C\C(O)=O)=CC(OC)=C1OS(O)(=O)=O,"InChI=1S/C11H12O8S/c1-17-8-5-7(3-4-10(12)13)6-9(18-2)11(8)19-20(14,15)16/h3-6H,1-2H3,(H,12,13)(H,14,15,16)/b4-3+",KJWQVTFGBFEXMV-ONEGZZNKSA-N
337,HMDB0060026,Vanilloylglycine,C10H11NO5,225.198,225.063722467,2-{[hydroxy(4-hydroxy-3-methoxyphenyl)methylidene]amino}acetic acid,{[hydroxy(4-hydroxy-3-methoxyphenyl)methylidene]amino}acetic acid,Nah,COC1=C(O)C=CC(=C1)C(O)=NCC(O)=O,"InChI=1S/C10H11NO5/c1-16-8-4-6(2-3-7(8)12)10(15)11-5-9(13)14/h2-4,12H,5H2,1H3,(H,11,15)(H,13,14)",LOODYTDRRBLQNH-UHFFFAOYSA-N
338,HMDB0060029,"5-(3',4',5'-Trihydroxyphenyl)-gamma-valerolactone-O-methyl-O-sulphate",C12H14O9S,334.299,334.035852736,"{2,3-dihydroxy-5-[(5-oxooxolan-2-yl)methyl]phenoxymethoxy}sulfonic acid","2,3-dihydroxy-5-[(5-oxooxolan-2-yl)methyl]phenoxymethoxysulfonic acid",Nah,OC1=CC(CC2CCC(=O)O2)=CC(OCOS(O)(=O)=O)=C1O,"InChI=1S/C12H14O9S/c13-9-4-7(3-8-1-2-11(14)21-8)5-10(12(9)15)19-6-20-22(16,17)18/h4-5,8,13,15H,1-3,6H2,(H,16,17,18)",KDFRMSXAKYPTNJ-UHFFFAOYSA-N
339,HMDB0060031,"5-(3',5'-Dihydroxyphenyl)-gamma-valerolactone-O-sulphate-O-methyl",C12H14O7S,302.3,302.046023492,3-hydroxy-5-[(5-oxooxolan-2-yl)methyl]phenyl methyl sulfate,3-hydroxy-5-[(5-oxooxolan-2-yl)methyl]phenyl methyl sulfate,Nah,COS(=O)(=O)OC1=CC(O)=CC(CC2CCC(=O)O2)=C1,"InChI=1S/C12H14O7S/c1-17-20(15,16)19-11-6-8(4-9(13)7-11)5-10-2-3-12(14)18-10/h4,6-7,10,13H,2-3,5H2,1H3",FXGBBWWEXQWRKV-UHFFFAOYSA-N
340,HMDB0060255,​L-​Lyxonic acid,C5H10O6,166.129,166.047738042,"(2R,3R,4S)-2,3,4,5-tetrahydroxypentanoic acid","(2R,3R,4S)-2,3,4,5-tetrahydroxypentanoic acid",4172-43-4,OC[C@H](O)[C@@H](O)[C@@H](O)C(O)=O,"InChI=1S/C5H10O6/c6-1-2(7)3(8)4(9)5(10)11/h2-4,6-9H,1H2,(H,10,11)/t2-,3+,4+/m0/s1",QXKAIJAYHKCRRA-PZGQECOJSA-N
341,HMDB0060390,4-Hydroxyphenyl acetate,C8H8O3,152.1473,152.047344122,4-hydroxyphenyl acetate,4-hydroxyphenyl acetate,Nah,CC(=O)OC1=CC=C(O)C=C1,"InChI=1S/C8H8O3/c1-6(9)11-8-4-2-7(10)3-5-8/h2-5,10H,1H3",HBMCQTHGYMTCOF-UHFFFAOYSA-N
342,HMDB0061113,Sulforaphane-N-acetylcysteine,C11H20N2O4S3,340.482,340.058519208,2-acetamido-3-{[(4-methanesulfinylbutyl)carbamothioyl]sulfanyl}propanoic acid,2-acetamido-3-{[(4-methanesulfinylbutyl)carbamothioyl]sulfanyl}propanoic acid,Nah,CC(=O)NC(CSC(=S)NCCCCS(C)=O)C(O)=O,"InChI=1S/C11H20N2O4S3/c1-8(14)13-9(10(15)16)7-19-11(18)12-5-3-4-6-20(2)17/h9H,3-7H2,1-2H3,(H,12,18)(H,13,14)(H,15,16)",IIHBKTCHILXGOT-UHFFFAOYSA-N
343,HMDB0061734,Dimethylphosphate,C2H7O4P,126.048,126.008195703,dimethoxyphosphinic acid,dimethyl phosphate,Nah,COP(O)(=O)OC,"InChI=1S/C2H7O4P/c1-5-7(3,4)6-2/h1-2H3,(H,3,4)",KKUKTXOBAWVSHC-UHFFFAOYSA-N
344,HMDB0061735,Dimethylthiophosphate,C2H7O3PS,142.114,141.985351292,dimethoxy(sulfanylidene)phosphinous acid,dimethyl thiophosphate,Nah,COP(O)(=S)OC,"InChI=1S/C2H7O3PS/c1-4-6(3,7)5-2/h1-2H3,(H,3,7)",WWJJVKAEQGGYHJ-UHFFFAOYSA-N
345,HMDB0061736,Diethyldithiophosphate,C4H11O2PS2,186.233,185.993807488,"O,O-diethyl sulfanylphosphonothioate","O,O-diethyl dithiophosphate",Nah,CCOP(S)(=S)OCC,"InChI=1S/C4H11O2PS2/c1-3-5-7(8,9)6-4-2/h3-4H2,1-2H3,(H,8,9)",IRDLUHRVLVEUHA-UHFFFAOYSA-N
346,HMDB0061737,Dimethyldithiophosphate,C2H7O2PS2,158.18,157.96250736,"O,O-dimethyl sulfanylphosphonothioate","O,O-dimethyl sulfanylphosphonothioate",Nah,COP(S)(=S)OC,"InChI=1S/C2H7O2PS2/c1-3-5(6,7)4-2/h1-2H3,(H,6,7)",CZGGKXNYNPJFAX-UHFFFAOYSA-N
347,HMDB0061744,Mono-benzyl phthalate,C15H12O4,256.2534,256.073558872,2-[(benzyloxy)carbonyl]benzoic acid,2-[(benzyloxy)carbonyl]benzoic acid,Nah,OC(=O)C1=CC=CC=C1C(=O)OCC1=CC=CC=C1,"InChI=1S/C15H12O4/c16-14(17)12-8-4-5-9-13(12)15(18)19-10-11-6-2-1-3-7-11/h1-9H,10H2,(H,16,17)",XIKIUQUXDNHBFR-UHFFFAOYSA-N
348,HMDB0061748,Mono-(3-carboxypropyl) phthalate,C12H12O6,252.222,252.063388106,2-[(3-carboxypropoxy)carbonyl]benzoic acid,2-[(3-carboxypropoxy)carbonyl]benzoic acid,Nah,OC(=O)CCCOC(=O)C1=CC=CC=C1C(O)=O,"InChI=1S/C12H12O6/c13-10(14)6-3-7-18-12(17)9-5-2-1-4-8(9)11(15)16/h1-2,4-5H,3,6-7H2,(H,13,14)(H,15,16)",IYTPMLIWBZMBSL-UHFFFAOYSA-N
349,HMDB0062179,AICA-riboside,C9H14N4O5,258.2313,258.096419578,"5-amino-1-[(2R,3R,4S,5R)-3,4-dihydroxy-5-(hydroxymethyl)oxolan-2-yl]-1H-imidazole-4-carboxamide",acadesine,2627-69-2,NC(=O)C1=C(N)N(C=N1)[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,"InChI=1S/C9H14N4O5/c10-7-4(8(11)17)12-2-13(7)9-6(16)5(15)3(1-14)18-9/h2-3,5-6,9,14-16H,1,10H2,(H2,11,17)/t3-,5-,6-,9-/m1/s1",RTRQQBHATOEIAF-UUOKFMHZSA-N
350,HMDB0062595,Meta-hydroxyphenylhydracrylic Acid,C9H10O4,182.175,182.057908802,3-hydroxy-2-(3-hydroxyphenyl)propanoic acid,3-hydroxy-2-(3-hydroxyphenyl)propanoic acid,Nah,OCC(C(O)=O)C1=CC(O)=CC=C1,"InChI=1S/C9H10O4/c10-5-8(9(12)13)6-2-1-3-7(11)4-6/h1-4,8,10-11H,5H2,(H,12,13)",DGBMCKWHCNMPPE-UHFFFAOYSA-N
351,HMDB0062735,(R)-3-hydroxybutyrylcarnitine,C11H21NO5,247.291,247.14197278,(3R)-3-[(3-hydroxybutanoyl)oxy]-4-(trimethylazaniumyl)butanoate,(3R)-3-[(3-hydroxybutanoyl)oxy]-4-(trimethylammonio)butanoate,Nah,[H]C(C)(O)CC(=O)O[C@]([H])(CC([O-])=O)C[N+](C)(C)C,"InChI=1S/C11H21NO5/c1-8(13)5-11(16)17-9(6-10(14)15)7-12(2,3)4/h8-9,13H,5-7H2,1-4H3/t8?,9-/m1/s1",UEFRDQSMQXDWTO-YGPZHTELSA-N
352,HMDB0062761,Selenate,H2O4Se,144.97,145.91183038,selenic acid,selenic acid,14124-68-6,O[Se](O)(=O)=O,"InChI=1S/H2O4Se/c1-5(2,3)4/h(H2,1,2,3,4)",QYHFIVBSNOWOCQ-UHFFFAOYSA-N
353,HMDB0094645,Mono-(2-ethyl-5-oxohexyl) phthalate,C16H20O5,292.331,292.131073744,2-{[(2-ethyl-5-oxohexyl)oxy]carbonyl}benzoic acid,2-{[(2-ethyl-5-oxohexyl)oxy]carbonyl}benzoic acid,Nah,CCC(CCC(C)=O)COC(=O)C1=CC=CC=C1C(O)=O,"InChI=1S/C16H20O5/c1-3-12(9-8-11(2)17)10-21-16(20)14-7-5-4-6-13(14)15(18)19/h4-7,12H,3,8-10H2,1-2H3,(H,18,19)",HCWNFKHKKHNSSL-UHFFFAOYSA-N
354,HMDB0094647,Mono-(2-ethyl-5-carboxypentyl) phthalate,C16H20O6,308.3264,308.125988372,2-{[(5-carboxy-2-ethylpentyl)oxy]carbonyl}benzoic acid,2-{[(5-carboxy-2-ethylpentyl)oxy]carbonyl}benzoic acid,Nah,CCC(CCCC(O)=O)COC(=O)C1=CC=CC=C1C(O)=O,"InChI=1S/C16H20O6/c1-2-11(6-5-9-14(17)18)10-22-16(21)13-8-4-3-7-12(13)15(19)20/h3-4,7-8,11H,2,5-6,9-10H2,1H3,(H,17,18)(H,19,20)",XFGRNAPKLGXDGF-UHFFFAOYSA-N
355,HMDB0094679,Mono-(2-ethyl-5-hydroxyhexyl) phthalate,C16H22O5,294.347,294.146723808,2-{[(2-ethyl-5-hydroxyhexyl)oxy]carbonyl}benzoic acid,2-{[(2-ethyl-5-hydroxyhexyl)oxy]carbonyl}benzoic acid,Nah,CCC(CCC(C)O)COC(=O)C1=CC=CC=C1C(O)=O,"InChI=1S/C16H22O5/c1-3-12(9-8-11(2)17)10-21-16(20)14-7-5-4-6-13(14)15(18)19/h4-7,11-12,17H,3,8-10H2,1-2H3,(H,18,19)",RYPQSGURZSTFSX-UHFFFAOYSA-N
356,HMDB0094716,hydroxybutyrylglycine,C6H11NO4,161.157,161.068807838,"2-[(1,4-dihydroxybutylidene)amino]acetic acid","[(1,4-dihydroxybutylidene)amino]acetic acid",Nah,OCCCC(O)=NCC(O)=O,"InChI=1S/C6H11NO4/c8-3-1-2-5(9)7-4-6(10)11/h8H,1-4H2,(H,7,9)(H,10,11)",WABAQBDHJGJDEH-UHFFFAOYSA-N
357,HMDB0094717,hydroxyvalerylglycine,C7H13NO4,175.184,175.084457903,"2-[(1,5-dihydroxypentylidene)amino]acetic acid","[(1,5-dihydroxypentylidene)amino]acetic acid",Nah,OCCCCC(O)=NCC(O)=O,"InChI=1S/C7H13NO4/c9-4-2-1-3-6(10)8-5-7(11)12/h9H,1-5H2,(H,8,10)(H,11,12)",YYDUOQZPMOUVSY-UHFFFAOYSA-N
358,HMDB0094718,1-hydroxyhexanoylglycine,C8H15NO4,189.211,189.100107967,2-[(carboxymethyl)amino]hexanoic acid,2-[(carboxymethyl)amino]hexanoic acid,Nah,CCCCC(NCC(O)=O)C(O)=O,"InChI=1S/C8H15NO4/c1-2-3-4-6(8(12)13)9-5-7(10)11/h6,9H,2-5H2,1H3,(H,10,11)(H,12,13)",MBBNCIKYWHIZGN-UHFFFAOYSA-N
359,HMDB0094719,2-hydroxyhexanoylglycine,C8H15NO4,189.211,189.100107967,"2-[(1,2-dihydroxyhexylidene)amino]acetic acid","[(1,2-dihydroxyhexylidene)amino]acetic acid",Nah,CCCCC(O)C(O)=NCC(O)=O,"InChI=1S/C8H15NO4/c1-2-3-4-6(10)8(13)9-5-7(11)12/h6,10H,2-5H2,1H3,(H,9,13)(H,11,12)",YQMRIHFIEQHCOJ-UHFFFAOYSA-N
360,HMDB0094720,3-hydroxyhexanoylglycine,C8H15NO4,189.211,189.100107967,"2-[(1,3-dihydroxyhexylidene)amino]acetic acid","[(1,3-dihydroxyhexylidene)amino]acetic acid",Nah,CCCC(O)CC(O)=NCC(O)=O,"InChI=1S/C8H15NO4/c1-2-3-6(10)4-7(11)9-5-8(12)13/h6,10H,2-5H2,1H3,(H,9,11)(H,12,13)",AYNJYFWPCLXDNL-UHFFFAOYSA-N
361,HMDB0094721,4-hydroxyhexanoylglycine,C8H15NO4,189.211,189.100107967,"2-[(1,4-dihydroxyhexylidene)amino]acetic acid","[(1,4-dihydroxyhexylidene)amino]acetic acid",Nah,CCC(O)CCC(O)=NCC(O)=O,"InChI=1S/C8H15NO4/c1-2-6(10)3-4-7(11)9-5-8(12)13/h6,10H,2-5H2,1H3,(H,9,11)(H,12,13)",MRWDIRTUXFYBHJ-UHFFFAOYSA-N
362,HMDB0094722,5-hydroxyhexanoylglycine,C8H15NO4,189.211,189.100107967,"2-[(1,5-dihydroxyhexylidene)amino]acetic acid","[(1,5-dihydroxyhexylidene)amino]acetic acid",Nah,CC(O)CCCC(O)=NCC(O)=O,"InChI=1S/C8H15NO4/c1-6(10)3-2-4-7(11)9-5-8(12)13/h6,10H,2-5H2,1H3,(H,9,11)(H,12,13)",YAFMZZZZHXVTEJ-UHFFFAOYSA-N
363,HMDB0094723,2-hydroxyphenylpropionylglycine,C11H13NO4,223.228,223.084457903,2-hydroxy-2-[(1-hydroxy-3-phenylpropylidene)amino]acetic acid,hydroxy[(1-hydroxy-3-phenylpropylidene)amino]acetic acid,Nah,OC(N=C(O)CCC1=CC=CC=C1)C(O)=O,"InChI=1S/C11H13NO4/c13-9(12-10(14)11(15)16)7-6-8-4-2-1-3-5-8/h1-5,10,14H,6-7H2,(H,12,13)(H,15,16)",LGQPWAWSLIEESE-UHFFFAOYSA-N
364,HMDB0094724,3-hydroxyphenylpropionylglycine,C11H13NO4,223.228,223.084457903,"2-[(1,3-dihydroxy-3-phenylpropylidene)amino]acetic acid","[(1,3-dihydroxy-3-phenylpropylidene)amino]acetic acid",Nah,OC(CC(O)=NCC(O)=O)C1=CC=CC=C1,"InChI=1S/C11H13NO4/c13-9(8-4-2-1-3-5-8)6-10(14)12-7-11(15)16/h1-5,9,13H,6-7H2,(H,12,14)(H,15,16)",VYBVJMVAEFUFQW-UHFFFAOYSA-N
365,HMDB0094725,4-hydroxyphenylpropionylglycine,C11H13NO4,223.228,223.084457903,2-{[1-hydroxy-3-(4-hydroxyphenyl)propylidene]amino}acetic acid,{[1-hydroxy-3-(4-hydroxyphenyl)propylidene]amino}acetic acid,Nah,OC(=O)CN=C(O)CCC1=CC=C(O)C=C1,"InChI=1S/C11H13NO4/c13-9-4-1-8(2-5-9)3-6-10(14)12-7-11(15)16/h1-2,4-5,13H,3,6-7H2,(H,12,14)(H,15,16)",KPKFTTASECYTCL-UHFFFAOYSA-N
366,HMDB0094726,5-hydroxyphenylpropionylglycine,C11H13NO4,223.228,223.084457903,2-{[1-hydroxy-3-(3-hydroxyphenyl)propylidene]amino}acetic acid,{[1-hydroxy-3-(3-hydroxyphenyl)propylidene]amino}acetic acid,Nah,OC(=O)CN=C(O)CCC1=CC(O)=CC=C1,"InChI=1S/C11H13NO4/c13-9-3-1-2-8(6-9)4-5-10(14)12-7-11(15)16/h1-3,6,13H,4-5,7H2,(H,12,14)(H,15,16)",YQGZBUOAOAGIIA-UHFFFAOYSA-N
367,HMDB0094727,6-hydroxyphenylpropionylglycine,C11H13NO4,223.228,223.084457903,2-{[1-hydroxy-3-(2-hydroxyphenyl)propylidene]amino}acetic acid,{[1-hydroxy-3-(2-hydroxyphenyl)propylidene]amino}acetic acid,Nah,OC(=O)CN=C(O)CCC1=CC=CC=C1O,"InChI=1S/C11H13NO4/c13-9-4-2-1-3-8(9)5-6-10(14)12-7-11(15)16/h1-4,13H,5-7H2,(H,12,14)(H,15,16)",JORMSVKIHQJDHC-UHFFFAOYSA-N
368,HMDB0094728,2-Hepteneoylglycine,C9H15NO3,185.223,185.105193347,2-amino-3-oxonon-4-enoic acid,2-amino-3-oxonon-4-enoic acid,Nah,CCCCC=CC(=O)C(N)C(O)=O,"InChI=1S/C9H15NO3/c1-2-3-4-5-6-7(11)8(10)9(12)13/h5-6,8H,2-4,10H2,1H3,(H,12,13)",UAGWYTNTGQGUQN-UHFFFAOYSA-N
369,HMDB0094729,3-Hepteneoylglycine,C9H15NO3,185.223,185.105193347,2-[(1-hydroxyhept-3-en-1-ylidene)amino]acetic acid,[(1-hydroxyhept-3-en-1-ylidene)amino]acetic acid,Nah,CCCC=CCC(O)=NCC(O)=O,"InChI=1S/C9H15NO3/c1-2-3-4-5-6-8(11)10-7-9(12)13/h4-5H,2-3,6-7H2,1H3,(H,10,11)(H,12,13)",VCELCMWDUMJSBS-UHFFFAOYSA-N
370,HMDB0094730,4-Hepteneoylglycine,C9H15NO3,185.223,185.105193347,2-[(1-hydroxyhept-4-en-1-ylidene)amino]acetic acid,[(1-hydroxyhept-4-en-1-ylidene)amino]acetic acid,Nah,CCC=CCCC(O)=NCC(O)=O,"InChI=1S/C9H15NO3/c1-2-3-4-5-6-8(11)10-7-9(12)13/h3-4H,2,5-7H2,1H3,(H,10,11)(H,12,13)",GMGXVBWDDFAFBM-UHFFFAOYSA-N
371,HMDB0094731,5-Hepteneoylglycine,C9H15NO3,185.223,185.105193347,2-[(1-hydroxyhept-5-en-1-ylidene)amino]acetic acid,[(1-hydroxyhept-5-en-1-ylidene)amino]acetic acid,Nah,CC=CCCCC(O)=NCC(O)=O,"InChI=1S/C9H15NO3/c1-2-3-4-5-6-8(11)10-7-9(12)13/h2-3H,4-7H2,1H3,(H,10,11)(H,12,13)",VCONKYWQTOIFAO-UHFFFAOYSA-N
372,HMDB0094732,1-hydroxyoct-2-enoylglycine,C10H17NO4,215.249,215.115758031,2-[(carboxymethyl)amino]oct-2-enoic acid,2-[(carboxymethyl)amino]oct-2-enoic acid,Nah,CCCCCC=C(NCC(O)=O)C(O)=O,"InChI=1S/C10H17NO4/c1-2-3-4-5-6-8(10(14)15)11-7-9(12)13/h6,11H,2-5,7H2,1H3,(H,12,13)(H,14,15)",ABBNVSGBEGZINS-UHFFFAOYSA-N
373,HMDB0094733,1-hydroxyoct-3-enoylglycine,C10H17NO4,215.249,215.115758031,2-[(carboxymethyl)amino]oct-3-enoic acid,2-[(carboxymethyl)amino]oct-3-enoic acid,Nah,CCCCC=CC(NCC(O)=O)C(O)=O,"InChI=1S/C10H17NO4/c1-2-3-4-5-6-8(10(14)15)11-7-9(12)13/h5-6,8,11H,2-4,7H2,1H3,(H,12,13)(H,14,15)",YPKYLMNOFUNGQN-UHFFFAOYSA-N
374,HMDB0094734,1-hydroxyoct-4-enoylglycine,C10H17NO4,215.249,215.115758031,2-[(carboxymethyl)amino]oct-4-enoic acid,2-[(carboxymethyl)amino]oct-4-enoic acid,Nah,CCCC=CCC(NCC(O)=O)C(O)=O,"InChI=1S/C10H17NO4/c1-2-3-4-5-6-8(10(14)15)11-7-9(12)13/h4-5,8,11H,2-3,6-7H2,1H3,(H,12,13)(H,14,15)",NHTJQMRHLKEXAJ-UHFFFAOYSA-N
375,HMDB0094735,1-hydroxyoct-5-enoylglycine,C10H17NO4,215.249,215.115758031,2-[(carboxymethyl)amino]oct-5-enoic acid,2-[(carboxymethyl)amino]oct-5-enoic acid,Nah,CCC=CCCC(NCC(O)=O)C(O)=O,"InChI=1S/C10H17NO4/c1-2-3-4-5-6-8(10(14)15)11-7-9(12)13/h3-4,8,11H,2,5-7H2,1H3,(H,12,13)(H,14,15)",KTHQNAJPRGYGBS-UHFFFAOYSA-N
376,HMDB0094736,1-hydroxyoct-6-enoylglycine,C10H17NO4,215.249,215.115758031,2-[(carboxymethyl)amino]oct-6-enoic acid,2-[(carboxymethyl)amino]oct-6-enoic acid,Nah,CC=CCCCC(NCC(O)=O)C(O)=O,"InChI=1S/C10H17NO4/c1-2-3-4-5-6-8(10(14)15)11-7-9(12)13/h2-3,8,11H,4-7H2,1H3,(H,12,13)(H,14,15)",TXWVUJLZINCLCH-UHFFFAOYSA-N
377,HMDB0094737,1-hydroxyoct-7-enoylglycine,C10H17NO4,215.249,215.115758031,2-[(carboxymethyl)amino]oct-7-enoic acid,2-[(carboxymethyl)amino]oct-7-enoic acid,Nah,OC(=O)CNC(CCCCC=C)C(O)=O,"InChI=1S/C10H17NO4/c1-2-3-4-5-6-8(10(14)15)11-7-9(12)13/h2,8,11H,1,3-7H2,(H,12,13)(H,14,15)",FWXQFYSUEBXQIO-UHFFFAOYSA-N
378,HMDB0094738,2-hydroxyoct-1-enoylglycine,C10H17NO4,215.249,215.115758031,2-[(2-hydroxy-1-oxooct-1-en-3-yl)amino]acetic acid,[(2-hydroxy-1-oxooct-1-en-3-yl)amino]acetic acid,Nah,CCCCCC(NCC(O)=O)C(O)=C=O,"InChI=1S/C10H17NO4/c1-2-3-4-5-8(9(13)7-12)11-6-10(14)15/h8,11,13H,2-6H2,1H3,(H,14,15)",WIJZSYSJSHFAQF-UHFFFAOYSA-N
379,HMDB0094739,2-hydroxyoct-2-enoylglycine,C10H17NO4,215.249,215.115758031,"2-[(1,2-dihydroxyoct-2-en-1-ylidene)amino]acetic acid","[(1,2-dihydroxyoct-2-en-1-ylidene)amino]acetic acid",Nah,CCCCCC=C(O)C(O)=NCC(O)=O,"InChI=1S/C10H17NO4/c1-2-3-4-5-6-8(12)10(15)11-7-9(13)14/h6,12H,2-5,7H2,1H3,(H,11,15)(H,13,14)",OVNXMWZTBQQPDY-UHFFFAOYSA-N
380,HMDB0094740,2-hydroxyoct-3-enoylglycine,C10H17NO4,215.249,215.115758031,"2-[(1,2-dihydroxyoct-3-en-1-ylidene)amino]acetic acid","[(1,2-dihydroxyoct-3-en-1-ylidene)amino]acetic acid",Nah,CCCCC=CC(O)C(O)=NCC(O)=O,"InChI=1S/C10H17NO4/c1-2-3-4-5-6-8(12)10(15)11-7-9(13)14/h5-6,8,12H,2-4,7H2,1H3,(H,11,15)(H,13,14)",WCOGENFGIGURPE-UHFFFAOYSA-N
381,HMDB0094741,2-hydroxyoct-4-enoylglycine,C10H17NO4,215.249,215.115758031,"2-[(1,2-dihydroxyoct-4-en-1-ylidene)amino]acetic acid","[(1,2-dihydroxyoct-4-en-1-ylidene)amino]acetic acid",Nah,CCCC=CCC(O)C(O)=NCC(O)=O,"InChI=1S/C10H17NO4/c1-2-3-4-5-6-8(12)10(15)11-7-9(13)14/h4-5,8,12H,2-3,6-7H2,1H3,(H,11,15)(H,13,14)",ZLCNSSXZYLNMRU-UHFFFAOYSA-N
382,HMDB0094742,2-hydroxyoct-5-enoylglycine,C10H17NO4,215.249,215.115758031,"2-[(1,2-dihydroxyoct-5-en-1-ylidene)amino]acetic acid","[(1,2-dihydroxyoct-5-en-1-ylidene)amino]acetic acid",Nah,CCC=CCCC(O)C(O)=NCC(O)=O,"InChI=1S/C10H17NO4/c1-2-3-4-5-6-8(12)10(15)11-7-9(13)14/h3-4,8,12H,2,5-7H2,1H3,(H,11,15)(H,13,14)",CMKVIWLIXJZNLA-UHFFFAOYSA-N
383,HMDB0094743,2-hydroxyoct-6-enoylglycine,C10H17NO4,215.249,215.115758031,"2-[(1,2-dihydroxyoct-6-en-1-ylidene)amino]acetic acid","[(1,2-dihydroxyoct-6-en-1-ylidene)amino]acetic acid",Nah,CC=CCCCC(O)C(O)=NCC(O)=O,"InChI=1S/C10H17NO4/c1-2-3-4-5-6-8(12)10(15)11-7-9(13)14/h2-3,8,12H,4-7H2,1H3,(H,11,15)(H,13,14)",GTHOEZJKKOHAFW-UHFFFAOYSA-N
384,HMDB0094744,2-hydroxyoct-7-enoylglycine,C10H17NO4,215.249,215.115758031,"2-[(1,2-dihydroxyoct-7-en-1-ylidene)amino]acetic acid","[(1,2-dihydroxyoct-7-en-1-ylidene)amino]acetic acid",Nah,OC(CCCCC=C)C(O)=NCC(O)=O,"InChI=1S/C10H17NO4/c1-2-3-4-5-6-8(12)10(15)11-7-9(13)14/h2,8,12H,1,3-7H2,(H,11,15)(H,13,14)",WDLQQHSWCICRFY-UHFFFAOYSA-N
385,HMDB0094745,3-hydroxyoct-1-enoylglycine,C10H17NO4,215.249,215.115758031,2-[(3-hydroxy-1-oxooct-1-en-2-yl)amino]acetic acid,[(3-hydroxy-1-oxooct-1-en-2-yl)amino]acetic acid,Nah,CCCCCC(O)C(NCC(O)=O)=C=O,"InChI=1S/C10H17NO4/c1-2-3-4-5-9(13)8(7-12)11-6-10(14)15/h9,11,13H,2-6H2,1H3,(H,14,15)",WNRQUHXKMFQBFS-UHFFFAOYSA-N
386,HMDB0094746,3-hydroxyoct-2-enoylglycine,C10H17NO4,215.249,215.115758031,"2-[(1,3-dihydroxyoct-2-en-1-ylidene)amino]acetic acid","[(1,3-dihydroxyoct-2-en-1-ylidene)amino]acetic acid",Nah,CCCCCC(O)=CC(O)=NCC(O)=O,"InChI=1S/C10H17NO4/c1-2-3-4-5-8(12)6-9(13)11-7-10(14)15/h6,12H,2-5,7H2,1H3,(H,11,13)(H,14,15)",IWHRLEFZWOYZJO-UHFFFAOYSA-N
387,HMDB0094747,3-hydroxyoct-3-enoylglycine,C10H17NO4,215.249,215.115758031,"2-[(1,3-dihydroxyoct-3-en-1-ylidene)amino]acetic acid","[(1,3-dihydroxyoct-3-en-1-ylidene)amino]acetic acid",Nah,CCCCC=C(O)CC(O)=NCC(O)=O,"InChI=1S/C10H17NO4/c1-2-3-4-5-8(12)6-9(13)11-7-10(14)15/h5,12H,2-4,6-7H2,1H3,(H,11,13)(H,14,15)",HCNCRMMRCCEBGA-UHFFFAOYSA-N
